code_insee,nom_commune,dep,epci_nom,indicateur,valeur_commune,moyenne_idf,ecart_pct
91662,Villeconin,91,CC Entre Juine et Renarde (CCEJR),Ophtalmologues,5.13,5.45,-5.8
91665,La Ville-du-Bois,91,CA Communauté Paris-Saclay,Ophtalmologues,5.13,5.45,-5.8
91666,Villejust,91,CA Communauté Paris-Saclay,Ophtalmologues,5.13,5.45,-5.8
91667,Villemoisson-sur-Orge,91,CA Coeur d'Essonne Agglomération,Ophtalmologues,5.13,5.45,-5.8
91671,Villeneuve-sur-Auvers,91,CC Entre Juine et Renarde (CCEJR),Ophtalmologues,5.13,5.45,-5.8
91679,Villiers-le-Bâcle,91,CA Communauté Paris-Saclay,Ophtalmologues,5.13,5.45,-5.8
91685,Villiers-sur-Orge,91,CA Coeur d'Essonne Agglomération,Ophtalmologues,5.13,5.45,-5.8
91687,Viry-Châtillon,91,Métropole du Grand Paris,Ophtalmologues,5.13,5.45,-5.8
91689,Wissous,91,CA Communauté Paris-Saclay,Ophtalmologues,5.13,5.45,-5.8
91691,Yerres,91,CA Val d'Yerres Val de Seine,Ophtalmologues,5.13,5.45,-5.8
91692,Les Ulis,91,CA Communauté Paris-Saclay,Ophtalmologues,5.13,5.45,-5.8
92002,Antony,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92004,Asnières-sur-Seine,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92007,Bagneux,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92009,Bois-Colombes,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92012,Boulogne-Billancourt,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92014,Bourg-la-Reine,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92019,Châtenay-Malabry,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92020,Châtillon,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92022,Chaville,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92023,Clamart,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92024,Clichy,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92025,Colombes,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92026,Courbevoie,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92032,Fontenay-aux-Roses,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92033,Garches,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92035,La Garenne-Colombes,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92036,Gennevilliers,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92040,Issy-les-Moulineaux,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92044,Levallois-Perret,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92046,Malakoff,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92047,Marnes-la-Coquette,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92048,Meudon,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92049,Montrouge,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92050,Nanterre,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92051,Neuilly-sur-Seine,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92060,Le Plessis-Robinson,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92062,Puteaux,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92063,Rueil-Malmaison,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92064,Saint-Cloud,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92071,Sceaux,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92072,Sèvres,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92073,Suresnes,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92075,Vanves,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92076,Vaucresson,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92077,Ville-d'Avray,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
92078,Villeneuve-la-Garenne,92,Métropole du Grand Paris,Ophtalmologues,6.43,5.45,18.1
93001,Aubervilliers,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93005,Aulnay-sous-Bois,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93006,Bagnolet,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93007,Le Blanc-Mesnil,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93008,Bobigny,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93010,Bondy,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93013,Le Bourget,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93014,Clichy-sous-Bois,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93015,Coubron,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93027,La Courneuve,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93029,Drancy,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93030,Dugny,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93031,Épinay-sur-Seine,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93032,Gagny,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93033,Gournay-sur-Marne,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93039,L'Île-Saint-Denis,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93045,Les Lilas,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93046,Livry-Gargan,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93047,Montfermeil,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93048,Montreuil,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93049,Neuilly-Plaisance,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93050,Neuilly-sur-Marne,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93051,Noisy-le-Grand,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93053,Noisy-le-Sec,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93055,Pantin,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93057,Les Pavillons-sous-Bois,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93061,Le Pré-Saint-Gervais,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93062,Le Raincy,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93063,Romainville,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93064,Rosny-sous-Bois,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93066,Saint-Denis,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93070,Saint-Ouen-sur-Seine,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93071,Sevran,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93072,Stains,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93073,Tremblay-en-France,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93074,Vaujours,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93077,Villemomble,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93078,Villepinte,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
93079,Villetaneuse,93,Métropole du Grand Paris,Ophtalmologues,2.91,5.45,-46.5
94001,Ablon-sur-Seine,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94002,Alfortville,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94003,Arcueil,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94004,Boissy-Saint-Léger,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94011,Bonneuil-sur-Marne,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94015,Bry-sur-Marne,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94016,Cachan,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94017,Champigny-sur-Marne,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94018,Charenton-le-Pont,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94019,Chennevières-sur-Marne,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94021,Chevilly-Larue,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94022,Choisy-le-Roi,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94028,Créteil,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94033,Fontenay-sous-Bois,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94034,Fresnes,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94037,Gentilly,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94038,L'Haÿ-les-Roses,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94041,Ivry-sur-Seine,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94042,Joinville-le-Pont,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94043,Le Kremlin-Bicêtre,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94044,Limeil-Brévannes,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94046,Maisons-Alfort,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94047,Mandres-les-Roses,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94048,Marolles-en-Brie,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94052,Nogent-sur-Marne,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94053,Noiseau,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94054,Orly,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94055,Ormesson-sur-Marne,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94056,Périgny,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94058,Le Perreux-sur-Marne,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94059,Le Plessis-Trévise,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94060,La Queue-en-Brie,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94065,Rungis,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94067,Saint-Mandé,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94068,Saint-Maur-des-Fossés,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94069,Saint-Maurice,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94070,Santeny,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94071,Sucy-en-Brie,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94073,Thiais,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94074,Valenton,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94075,Villecresnes,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94076,Villejuif,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94077,Villeneuve-le-Roi,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94078,Villeneuve-Saint-Georges,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94079,Villiers-sur-Marne,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94080,Vincennes,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
94081,Vitry-sur-Seine,94,Métropole du Grand Paris,Ophtalmologues,5.42,5.45,-0.5
95002,Ableiges,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95008,Aincourt,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95011,Ambleville,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95012,Amenucourt,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95014,Andilly,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95018,Argenteuil,95,Métropole du Grand Paris,Ophtalmologues,4.56,5.45,-16.3
95019,Arnouville,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95023,Arronville,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95024,Arthies,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95026,Asnières-sur-Oise,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95028,Attainville,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95039,Auvers-sur-Oise,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95040,Avernes,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95042,Baillet-en-France,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95046,Banthelu,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95051,Beauchamp,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95052,Beaumont-sur-Oise,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95054,Le Bellay-en-Vexin,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95055,Bellefontaine,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95056,Belloy-en-France,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95058,Bernes-sur-Oise,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95059,Berville,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95060,Bessancourt,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95061,Béthemont-la-Forêt,95,CC de la Vallée de l'Oise et des Trois Forêts,Ophtalmologues,4.56,5.45,-16.3
95063,Bezons,95,CA Saint Germain Boucles de Seine,Ophtalmologues,4.56,5.45,-16.3
95074,Boisemont,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95078,Boissy-l'Aillerie,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95088,Bonneuil-en-France,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95091,Bouffémont,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95094,Bouqueval,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95101,Bray-et-Lû,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95102,Bréançon,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95110,Brignancourt,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95116,Bruyères-sur-Oise,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95119,Buhy,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95120,Butry-sur-Oise,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95127,Cergy,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95134,Champagne-sur-Oise,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95139,La Chapelle-en-Vexin,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95141,Charmont,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95142,Chars,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95144,Châtenay-en-France,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95149,Chaumontel,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95150,Chaussy,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95151,Chauvry,95,CC de la Vallée de l'Oise et des Trois Forêts,Ophtalmologues,4.56,5.45,-16.3
95154,Chennevières-lès-Louvres,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95157,Chérence,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95166,Cléry-en-Vexin,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95169,Commeny,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95170,Condécourt,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95176,Cormeilles-en-Parisis,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95177,Cormeilles-en-Vexin,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95181,Courcelles-sur-Viosne,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95183,Courdimanche,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95197,Deuil-la-Barre,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95199,Domont,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95203,Eaubonne,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95205,Écouen,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95210,Enghien-les-Bains,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95211,Ennery,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95212,Épiais-lès-Louvres,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95213,Épiais-Rhus,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95214,Épinay-Champlâtreux,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95218,Éragny-sur-Oise,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95219,Ermont,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95229,Ézanville,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95241,Fontenay-en-Parisis,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95250,Fosses,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95252,Franconville,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95253,Frémainville,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95254,Frémécourt,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95256,Frépillon,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95257,La Frette-sur-Seine,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95258,Frouville,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95268,Garges-lès-Gonesse,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95270,Genainville,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95271,Génicourt,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95277,Gonesse,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95280,Goussainville,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95287,Grisy-les-Plâtres,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95288,Groslay,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95295,Guiry-en-Vexin,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95298,Haravilliers,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95301,Haute-Isle,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95303,Le Heaulme,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95304,Hédouville,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95306,Herblay-sur-Seine,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95308,Hérouville-en-Vexin,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95309,Hodent,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95313,L'Isle-Adam,95,CC de la Vallée de l'Oise et des Trois Forêts,Ophtalmologues,4.56,5.45,-16.3
95316,Jagny-sous-Bois,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95323,Jouy-le-Moutier,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95328,Labbeville,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95331,Lassy,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95341,Livilliers,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95348,Longuesse,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95351,Louvres,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95352,Luzarches,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95353,Maffliers,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95355,Magny-en-Vexin,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95365,Mareil-en-France,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95369,Margency,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95370,Marines,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95371,Marly-la-Ville,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95379,Maudétour-en-Vexin,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95387,Menouville,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95388,Menucourt,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95392,Mériel,95,CC de la Vallée de l'Oise et des Trois Forêts,Ophtalmologues,4.56,5.45,-16.3
95394,Méry-sur-Oise,95,CC de la Vallée de l'Oise et des Trois Forêts,Ophtalmologues,4.56,5.45,-16.3
95395,Le Mesnil-Aubry,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95409,Moisselles,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95422,Montgeroult,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95424,Montigny-lès-Cormeilles,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95426,Montlignon,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95427,Montmagny,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95428,Montmorency,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95429,Montreuil-sur-Epte,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95430,Montsoult,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95436,Mours,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95438,Moussy,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95445,Nerville-la-Forêt,95,CC de la Vallée de l'Oise et des Trois Forêts,Ophtalmologues,4.56,5.45,-16.3
95446,Nesles-la-Vallée,95,CC Sausseron Impressionnistes,Ophtalmologues,4.56,5.45,-16.3
95447,Neuilly-en-Vexin,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95450,Neuville-sur-Oise,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95452,Nointel,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95456,Noisy-sur-Oise,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95459,Nucourt,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95462,Omerville,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95476,Osny,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95480,Parmain,95,CC de la Vallée de l'Oise et des Trois Forêts,Ophtalmologues,4.56,5.45,-16.3
95483,Le Perchay,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95487,Persan,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95488,Pierrelaye,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95489,Piscop,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95491,Le Plessis-Bouchard,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95492,Le Plessis-Gassot,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95493,Le Plessis-Luzarches,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95500,Pontoise,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95504,Presles,95,CC de la Vallée de l'Oise et des Trois Forêts,Ophtalmologues,4.56,5.45,-16.3
95509,Puiseux-en-France,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95510,Puiseux-Pontoise,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95523,La Roche-Guyon,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95527,Roissy-en-France,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
95529,Ronquerolles,95,CC du Haut Val d'Oise,Ophtalmologues,4.56,5.45,-16.3
95535,Sagy,95,CC Vexin Centre,Ophtalmologues,4.56,5.45,-16.3
95539,Saint-Brice-sous-Forêt,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95541,Saint-Clair-sur-Epte,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95543,Saint-Cyr-en-Arthies,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95554,Saint-Gervais,95,CC du Vexin-Val de Seine,Ophtalmologues,4.56,5.45,-16.3
95555,Saint-Gratien,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95563,Saint-Leu-la-Forêt,95,CA Val Parisis,Ophtalmologues,4.56,5.45,-16.3
95566,Saint-Martin-du-Tertre,95,CC Carnelle Pays-de-France,Ophtalmologues,4.56,5.45,-16.3
95572,Saint-Ouen-l'Aumône,95,CA de Cergy-Pontoise,Ophtalmologues,4.56,5.45,-16.3
95574,Saint-Prix,95,CA Plaine Vallée,Ophtalmologues,4.56,5.45,-16.3
95580,Saint-Witz,95,CA Roissy Pays de France,Ophtalmologues,4.56,5.45,-16.3
